# SVG 검수 판정 집계 — scripts/qa/collect-svg-verdicts.mjs 가 만든다. 손으로 고치지 말 것.
# 판정 원본: C:\Users\user\AppData\Local\Temp\claude\C--Creative-testautocreator\514755a6-ad9e-4e2a-882d-210afa7581c6\scratchpad\codex검수 (세션 임시 폴더 — 지워질 수 있다. 이 파일이 사본이다)
# sheet	judge	pair	verdict	note
0045	gemini	0317	결함	꼭짓점 A의 각도 y에 도(°) 기호가 빠졌다
0045	gemini	0454	결함	꼭짓점 A의 직각 표시 획이 빠졌다
0045	gemini	0468	OK	
0045	gemini	1227	OK	
0045	gemini	1236	결함	꼭짓점 A 옆의 8자 모양 도형에 칠(채움)이 빠졌다
0046	antigravity	0036	OK	
0046	antigravity	0059	OK	
0046	antigravity	0072	OK	
0046	antigravity	0675	OK	
0046	antigravity	1178	OK	
0046	antigravity	1330	OK	
0046	codex-1	0036	OK	
0046	codex-1	0059	OK	
0046	codex-1	0072	OK	
0046	codex-1	0675	OK	
0046	codex-1	1178	OK	
0046	codex-1	1330	OK	
0046	gemini	0036	OK	
0046	gemini	0059	OK	
0046	gemini	0072	OK	
0046	gemini	0675	OK	
0046	gemini	1178	OK	
0046	gemini	1330	OK	
0047	antigravity	0114	OK	
0047	antigravity	0409	OK	
0047	antigravity	0640	OK	
0047	antigravity	1245	OK	
0047	antigravity	1314	OK	
0047	antigravity	1548	OK	
0047	codex-1	0114	OK	
0047	codex-1	0409	OK	
0047	codex-1	0640	OK	
0047	codex-1	1245	OK	
0047	codex-1	1314	OK	
0047	codex-1	1548	OK	
0047	gemini	0114	OK	
0047	gemini	0409	결함	작도 순서를 나타내는 원 문자(㉠, ㉡, ㉢, ㉣)가 잘못된 위치에 배치되거나 중복(㉡)됨
0047	gemini	0640	OK	
0047	gemini	1245	OK	
0047	gemini	1314	OK	
0047	gemini	1548	결함	점 B에서 각 ABD를 나타내는 호(각도 표시 곡선)가 빠짐
0048	antigravity	0079	OK	
0048	antigravity	0119	OK	
0048	antigravity	0357	OK	
0048	antigravity	0544	OK	
0048	antigravity	0683	OK	
0048	antigravity	1018	OK	
0048	codex-1	0079	OK	
0048	codex-1	0119	OK	
0048	codex-1	0357	OK	
0048	codex-1	0544	OK	
0048	codex-1	0683	OK	
0048	codex-1	1018	OK	
0048	gemini	0079	OK	
0048	gemini	0119	OK	
0048	gemini	0357	OK	
0048	gemini	0544	OK	
0048	gemini	0683	OK	
0048	gemini	1018	OK	
0049	antigravity	0262	OK	
0049	antigravity	0548	OK	
0049	antigravity	0686	OK	
0049	antigravity	1259	OK	
0049	antigravity	1409	OK	
0049	antigravity	1519	OK	
0049	codex-1	0262	OK	
0049	codex-1	0548	OK	
0049	codex-1	0686	OK	
0049	codex-1	1259	OK	
0049	codex-1	1409	OK	
0049	codex-1	1519	OK	
0049	gemini	0262	OK	
0049	gemini	0548	OK	
0049	gemini	0686	OK	
0049	gemini	1259	OK	
0049	gemini	1409	OK	
0049	gemini	1519	OK	
0050	codex-1	0034	OK	
0050	codex-1	0121	OK	
0050	codex-1	0253	OK	
0050	codex-1	0278	OK	
0050	codex-1	0910	OK	
0050	codex-1	1551	OK	
0050	gemini	0034	OK	
0050	gemini	0121	OK	
0050	gemini	0253	OK	
0050	gemini	0278	OK	
0050	gemini	0910	OK	
0050	gemini	1551	OK	
0051	antigravity	0247	OK	
0051	antigravity	0728	OK	
0051	antigravity	0883	OK	
0051	antigravity	1111	OK	
0051	antigravity	1193	OK	
0051	antigravity	1498	OK	
0051	codex-1	0247	OK	
0051	codex-1	0728	OK	
0051	codex-1	0883	OK	
0051	codex-1	1111	OK	
0051	codex-1	1193	OK	
0051	codex-1	1498	OK	
0051	gemini	0247	결함	루트 기호의 윗줄과 점선 호의 화살표 머리가 빠짐
0051	gemini	0728	결함	점선 호의 화살표 머리가 빠짐
0051	gemini	0883	OK	
0051	gemini	1111	OK	
0051	gemini	1193	OK	
0051	gemini	1498	OK	
0052	antigravity	0041	OK	
0052	antigravity	0363	OK	
0052	antigravity	0600	OK	
0052	antigravity	0697	OK	
0052	antigravity	0868	OK	
0052	antigravity	1243	OK	
0052	codex-1	0041	OK	
0052	codex-1	0363	OK	
0052	codex-1	0600	OK	
0052	codex-1	0697	OK	
0052	codex-1	0868	OK	
0052	codex-1	1243	OK	
0052	gemini	0041	OK	
0052	gemini	0363	OK	
0052	gemini	0600	OK	
0052	gemini	0697	OK	
0052	gemini	0868	OK	
0052	gemini	1243	OK	
0053	antigravity	0026	OK	
0053	antigravity	0380	OK	
0053	antigravity	0574	OK	
0053	antigravity	0782	OK	
0053	antigravity	0873	OK	
0053	antigravity	1209	OK	
0053	codex-1	0026	OK	
0053	codex-1	0380	OK	
0053	codex-1	0574	OK	
0053	codex-1	0782	OK	
0053	codex-1	0873	OK	
0053	codex-1	1209	OK	
0053	gemini	0026	OK	
0053	gemini	0380	OK	
0053	gemini	0574	OK	
0053	gemini	0782	OK	
0053	gemini	0873	OK	
0053	gemini	1209	OK	
0054	antigravity	0217	OK	
0054	antigravity	0542	OK	
0054	antigravity	1094	OK	
0054	antigravity	1140	OK	
0054	antigravity	1267	OK	
0054	antigravity	1503	OK	
0054	codex-1	0217	OK	
0054	codex-1	0542	OK	
0054	codex-1	1094	OK	
0054	codex-1	1140	OK	
0054	codex-1	1267	OK	
0054	codex-1	1503	OK	
0054	gemini	0217	OK	
0054	gemini	0542	OK	
0054	gemini	1094	OK	
0054	gemini	1140	OK	
0054	gemini	1267	OK	
0054	gemini	1503	OK	
0055	antigravity	0298	OK	
0055	antigravity	1163	OK	
0055	antigravity	1305	OK	
0055	antigravity	1347	OK	
0055	antigravity	1368	OK	
0055	antigravity	1440	OK	
0055	codex-1	0298	OK	
0055	codex-1	1163	OK	
0055	codex-1	1305	OK	
0055	codex-1	1347	OK	
0055	codex-1	1368	OK	
0055	codex-1	1440	OK	
0055	gemini	0298	결함	60° 각도 호와 치수선(4)의 화살표 머리가 빠짐
0055	gemini	1163	OK	
0055	gemini	1305	OK	
0055	gemini	1347	결함	60° 각도 호와 치수선(4)의 화살표 머리가 빠짐
0055	gemini	1368	OK	
0055	gemini	1440	결함	60° 각도 호와 치수선(4)의 화살표 머리가 빠짐
0056	antigravity	0541	OK	
0056	antigravity	0992	OK	
0056	antigravity	1091	OK	
0056	antigravity	1187	OK	
0056	antigravity	1541	OK	
0056	antigravity	1562	OK	
0056	codex-1	0541	OK	
0056	codex-1	0992	OK	
0056	codex-1	1091	OK	
0056	codex-1	1187	OK	
0056	codex-1	1541	OK	
0056	codex-1	1562	OK	
0056	gemini	0541	결함	직육면체 앞면의 칠이 빠졌고 왼쪽 아래 작은 정육면체 안의 직각 표시가 누락됨
0056	gemini	0992	OK	
0056	gemini	1091	OK	
0056	gemini	1187	OK	
0056	gemini	1541	OK	
0056	gemini	1562	OK	
0057	antigravity	0241	OK	
0057	antigravity	0254	OK	
0057	antigravity	0528	OK	
0057	antigravity	0710	OK	
0057	antigravity	0941	OK	
0057	antigravity	1000	OK	
0057	codex-1	0241	OK	
0057	codex-1	0254	OK	
0057	codex-1	0528	OK	
0057	codex-1	0710	OK	
0057	codex-1	0941	OK	
0057	codex-1	1000	OK	
0057	gemini	0241	OK	
0057	gemini	0254	OK	
0057	gemini	0528	결함	선분 AC가 빠졌다
0057	gemini	0710	OK	
0057	gemini	0941	OK	
0057	gemini	1000	OK	
0058	antigravity	0069	OK	
0058	antigravity	0150	OK	
0058	antigravity	0717	OK	
0058	antigravity	0914	OK	
0058	antigravity	1107	OK	
0058	antigravity	1160	OK	
0058	codex-1	0069	OK	
0058	codex-1	0150	OK	
0058	codex-1	0717	OK	
0058	codex-1	0914	OK	
0058	codex-1	1107	OK	
0058	codex-1	1160	OK	
0058	gemini	0069	OK	
0058	gemini	0150	OK	
0058	gemini	0717	OK	
0058	gemini	0914	OK	
0058	gemini	1107	OK	
0058	gemini	1160	OK	
0059	antigravity	0003	OK	
0059	antigravity	0009	OK	
0059	antigravity	0192	OK	
0059	antigravity	0619	OK	
0059	antigravity	0724	OK	
0059	antigravity	1095	OK	
0059	codex-1	0003	OK	
0059	codex-1	0009	OK	
0059	codex-1	0192	OK	
0059	codex-1	0619	OK	
0059	codex-1	0724	OK	
0059	codex-1	1095	OK	
0059	gemini	0003	OK	
0059	gemini	0009	OK	
0059	gemini	0192	결함	선분 AB와 선분 AC가 빠졌다
0059	gemini	0619	OK	
0059	gemini	0724	OK	
0059	gemini	1095	OK	
0060	antigravity	0369	OK	
0060	antigravity	0427	OK	
0060	antigravity	0704	OK	
0060	antigravity	1239	OK	
0060	antigravity	1290	OK	
0060	antigravity	1387	OK	
0060	codex-1	0369	OK	
0060	codex-1	0427	OK	
0060	codex-1	0704	OK	
0060	codex-1	1239	OK	
0060	codex-1	1290	OK	
0060	codex-1	1387	OK	
0060	gemini	0369	OK	
0060	gemini	0427	OK	
0060	gemini	0704	OK	
0060	gemini	1239	OK	
0060	gemini	1290	결함	하단 치수선(6cm, 9cm)이 가운데 꺾임 없이 하나의 곡선으로 이어짐
0060	gemini	1387	결함	표 데이터 부분의 세로줄이 빠짐
0061	antigravity	0172	OK	
0061	antigravity	0223	OK	
0061	antigravity	0226	OK	
0061	antigravity	0691	OK	
0061	antigravity	0953	OK	
0061	antigravity	1348	OK	
0061	codex-1	0172	OK	
0061	codex-1	0223	OK	
0061	codex-1	0226	OK	
0061	codex-1	0691	OK	
0061	codex-1	0953	OK	
0061	codex-1	1348	OK	
0061	gemini	0172	OK	
0061	gemini	0223	결함	`< 보 기 >` 글자 쪽 상자 윗변 선이 끊기지 않고 글자를 가로지름
0061	gemini	0226	OK	
0061	gemini	0691	OK	
0061	gemini	0953	OK	
0061	gemini	1348	OK	
0062	antigravity	0081	OK	
0062	antigravity	0183	OK	
0062	antigravity	0360	OK	
0062	antigravity	1019	OK	
0062	antigravity	1244	OK	
0062	antigravity	1431	OK	
0062	codex-1	0081	OK	
0062	codex-1	0183	OK	
0062	codex-1	0360	OK	
0062	codex-1	1019	OK	
0062	codex-1	1244	OK	
0062	codex-1	1431	OK	
0062	gemini	0081	OK	
0062	gemini	0183	OK	
0062	gemini	0360	결함	사각뿔의 왼쪽 앞면에 칠이 빠졌다
0062	gemini	1019	OK	
0062	gemini	1244	OK	
0062	gemini	1431	OK	
0063	antigravity	0290	OK	
0063	antigravity	0316	OK	
0063	antigravity	0603	OK	
0063	antigravity	1077	OK	
0063	antigravity	1186	OK	
0063	antigravity	1487	OK	
0063	codex-1	0290	OK	
0063	codex-1	0316	OK	
0063	codex-1	0603	OK	
0063	codex-1	1077	OK	
0063	codex-1	1186	OK	
0063	codex-1	1487	OK	
0063	gemini	0290	OK	
0063	gemini	0316	OK	
0063	gemini	0603	결함	래스터는 직선 AO가 현 CD와 교차하지만, SVG는 직선 AO가 점 D로 이어져 기하학적 구조가 다름
0063	gemini	1077	OK	
0063	gemini	1186	OK	
0063	gemini	1487	OK	
0064	antigravity	0157	OK	
0064	antigravity	0214	OK	
0064	antigravity	0661	OK	
0064	antigravity	0694	OK	
0064	antigravity	0825	OK	
0064	antigravity	1183	OK	
0064	codex-1	0157	OK	
0064	codex-1	0214	OK	
0064	codex-1	0661	OK	
0064	codex-1	0694	OK	
0064	codex-1	0825	OK	
0064	codex-1	1183	OK	
0064	gemini	0157	OK	
0064	gemini	0214	OK	
0064	gemini	0661	OK	
0064	gemini	0694	OK	
0064	gemini	0825	OK	
0064	gemini	1183	OK	
0065	antigravity	0043	OK	
0065	antigravity	0654	OK	
0065	antigravity	0821	OK	
0065	antigravity	0934	OK	
0065	antigravity	1124	OK	
0065	antigravity	1297	OK	
0065	codex-1	0043	OK	
0065	codex-1	0654	OK	
0065	codex-1	0821	OK	
0065	codex-1	0934	OK	
0065	codex-1	1124	OK	
0065	codex-1	1297	OK	
0065	gemini	0043	결함	색칠된 영역이 다르다 (래스터는 삼각형 EBC, SVG는 삼각형 ABF)
0065	gemini	0654	OK	
0065	gemini	0821	OK	
0065	gemini	0934	OK	
0065	gemini	1124	OK	
0065	gemini	1297	OK	
0066	antigravity	0415	OK	
0066	antigravity	0665	OK	
0066	antigravity	1045	OK	
0066	antigravity	1370	OK	
0066	antigravity	1478	OK	
0066	antigravity	1571	OK	
0066	codex-1	0415	OK	
0066	codex-1	0665	OK	
0066	codex-1	1045	OK	
0066	codex-1	1370	OK	
0066	codex-1	1478	OK	
0066	codex-1	1571	OK	
0066	gemini	0415	OK	
0066	gemini	0665	OK	
0066	gemini	1045	OK	
0066	gemini	1370	OK	
0066	gemini	1478	OK	
0066	gemini	1571	OK	
0067	antigravity	0353	OK	
0067	antigravity	0580	OK	
0067	antigravity	0795	OK	
0067	antigravity	0796	OK	
0067	antigravity	1039	OK	
0067	antigravity	1181	OK	
0067	codex-1	0353	OK	
0067	codex-1	0580	OK	
0067	codex-1	0795	OK	
0067	codex-1	0796	OK	
0067	codex-1	1039	OK	
0067	codex-1	1181	OK	
0067	gemini	0353	결함	CD 점선 곡선 양끝의 화살표 머리가 빠졌다
0067	gemini	0580	OK	
0067	gemini	0795	OK	
0067	gemini	0796	OK	
0067	gemini	1039	OK	
0067	gemini	1181	OK	
0068	codex-1	0017	OK	
0068	codex-1	0950	OK	
0068	codex-1	1031	OK	
0068	codex-1	1059	OK	
0068	codex-1	1485	OK	
0068	codex-1	1564	OK	
0068	gemini	0017	결함	가운데 분홍색 곡선 화살표가 빠졌다
0068	gemini	0950	OK	
0068	gemini	1031	OK	
0068	gemini	1059	OK	
0068	gemini	1485	OK	
0068	gemini	1564	OK	
0069	codex-1	0045	OK	
0069	codex-1	0082	OK	
0069	codex-1	0831	OK	
0069	codex-1	1086	OK	
0069	codex-1	1263	OK	
0069	codex-1	1419	OK	
0069	gemini	0045	OK	
0069	gemini	0082	OK	
0069	gemini	0831	OK	
0069	gemini	1086	OK	
0069	gemini	1263	OK	
0069	gemini	1419	OK	
0070	codex-1	0536	OK	
0070	codex-1	0538	OK	
0070	codex-1	0669	OK	
0070	codex-1	0899	OK	
0070	codex-1	0900	OK	
0070	codex-1	1526	OK	
0070	gemini	0536	OK	
0070	gemini	0538	OK	
0070	gemini	0669	OK	
0070	gemini	0899	OK	
0070	gemini	0900	OK	
0070	gemini	1526	OK	
0071	codex-1	0137	OK	
0071	codex-1	0202	OK	
0071	codex-1	0419	OK	
0071	codex-1	0455	OK	
0071	codex-1	1128	OK	
0071	codex-1	1434	OK	
0071	gemini	0137	OK	
0071	gemini	0202	OK	
0071	gemini	0419	OK	
0071	gemini	0455	OK	
0071	gemini	1128	OK	
0071	gemini	1434	결함	선분 DH가 점선이 아닌 실선으로 그려짐
0072	codex-1	0618	OK	
0072	codex-1	0790	OK	
0072	codex-1	0797	OK	
0072	codex-1	1152	OK	
0072	codex-1	1247	OK	
0072	codex-1	1570	OK	
0072	gemini	0618	OK	
0072	gemini	0790	OK	
0072	gemini	0797	결함	12 cm를 표시하는 점선 호가 점 C가 아닌 점 E로 잘못 연결됨
0072	gemini	1152	OK	
0072	gemini	1247	결함	각도 AOB의 직각 표시가 둥근 호로 바뀌어 그려짐
0072	gemini	1570	OK	
0073	codex-1	0149	OK	
0073	codex-1	0395	OK	
0073	codex-1	1114	OK	
0073	codex-1	1359	OK	
0073	codex-1	1388	OK	
0073	codex-1	1457	OK	
0073	gemini	0149	OK	
0073	gemini	0395	OK	
0073	gemini	1114	OK	
0073	gemini	1359	OK	
0073	gemini	1388	OK	
0073	gemini	1457	OK	
0074	codex-1	0220	OK	
0074	codex-1	0319	OK	
0074	codex-1	0549	OK	
0074	codex-1	0688	OK	
0074	codex-1	0740	OK	
0074	codex-1	1007	OK	
0074	gemini	0220	OK	
0074	gemini	0319	OK	
0074	gemini	0549	OK	
0074	gemini	0688	OK	
0074	gemini	0740	OK	
0074	gemini	1007	OK	
0075	codex-1	0329	OK	
0075	codex-1	0621	OK	
0075	codex-1	0636	OK	
0075	codex-1	0993	OK	
0075	codex-1	1249	OK	
0075	codex-1	1280	OK	
0075	gemini	0329	OK	
0075	gemini	0621	OK	
0075	gemini	0636	OK	
0075	gemini	0993	OK	
0075	gemini	1249	OK	
0075	gemini	1280	OK	
0076	codex-1	0033	OK	
0076	codex-1	0324	OK	
0076	codex-1	0891	OK	
0076	codex-1	0921	OK	
0076	codex-1	0943	OK	
0076	codex-1	1488	OK	
0076	gemini	0033	OK	
0076	gemini	0324	OK	
0076	gemini	0891	OK	
0076	gemini	0921	OK	
0076	gemini	0943	결함	래스터에는 없는 하단 B-C 실선이 추가됨
0076	gemini	1488	OK	
0077	codex-1	0133	OK	
0077	codex-1	0373	OK	
0077	codex-1	0682	OK	
0077	codex-1	0789	OK	
0077	codex-1	1364	OK	
0077	codex-1	1535	OK	
0077	gemini	0133	OK	
0077	gemini	0373	결함	선분 BC의 화살표가 1개 빠졌다.
0077	gemini	0682	OK	
0077	gemini	0789	OK	
0077	gemini	1364	OK	
0077	gemini	1535	OK	
0078	codex-1	0076	OK	
0078	codex-1	0377	OK	
0078	codex-1	1008	OK	
0078	codex-1	1281	OK	
0078	codex-1	1350	OK	
0078	codex-1	1567	OK	
0078	gemini	0076	OK	
0078	gemini	0377	OK	
0078	gemini	1008	OK	
0078	gemini	1281	결함	10 cm 길이 표시용 점선 호가 빠지고 -10 cm으로 잘못 표기됨
0078	gemini	1350	OK	
0078	gemini	1567	결함	래스터에서 흰색인 삼각형 BCD 영역이 SVG에서는 녹색으로 칠해짐
0079	codex-1	0420	OK	
0079	codex-1	0435	OK	
0079	codex-1	0656	OK	
0079	codex-1	0783	OK	
0079	codex-1	0919	OK	
0079	codex-1	1379	OK	
0079	gemini	0420	OK	
0079	gemini	0435	결함	삼각형 ABC의 칠이 빠졌다
0079	gemini	0656	OK	
0079	gemini	0783	OK	
0079	gemini	0919	OK	
0079	gemini	1379	OK	
0080	codex-1	0422	OK	
0080	codex-1	0505	OK	
0080	codex-1	1123	OK	
0080	codex-1	1260	OK	
0080	codex-1	1381	OK	
0080	codex-1	1473	OK	
0080	gemini	0422	결함	전개도 안쪽의 접는 선(점선)이 빠졌다
0080	gemini	0505	OK	
0080	gemini	1123	OK	
0080	gemini	1260	결함	원뿔 꼭짓점에서 밑면 중심으로 내려오는 수직선(높이)이 빠졌다
0080	gemini	1381	OK	
0080	gemini	1473	OK	
0081	codex-1	0225	OK	
0081	codex-1	0918	OK	
0081	codex-1	0979	OK	
0081	codex-1	0998	OK	
0081	codex-1	1182	OK	
0081	codex-1	1559	OK	
0081	gemini	0225	OK	
0081	gemini	0918	OK	
0081	gemini	0979	OK	
0081	gemini	0998	OK	
0081	gemini	1182	OK	
0081	gemini	1559	OK	
0082	codex-1	0021	OK	
0082	codex-1	0196	OK	
0082	codex-1	0496	OK	
0082	codex-1	0617	OK	
0082	codex-1	1092	OK	
0082	codex-1	1383	OK	
0082	gemini	0021	OK	
0082	gemini	0196	결함	<조 건> 텍스트 배경의 칠이 빠져서 테두리 선이 글자를 가로지름
0082	gemini	0496	OK	
0082	gemini	0617	OK	
0082	gemini	1092	결함	별 모양 안쪽 5개 꼭짓점에 있는 검은색 각 표시(칠)가 빠짐
0082	gemini	1383	OK	
0083	codex-1	0287	OK	
0083	codex-1	0495	OK	
0083	codex-1	0776	OK	
0083	codex-1	1148	OK	
0083	codex-1	1191	OK	
0083	codex-1	1355	OK	
0083	gemini	0287	OK	
0083	gemini	0495	OK	
0083	gemini	0776	OK	
0083	gemini	1148	OK	
0083	gemini	1191	OK	
0083	gemini	1355	OK	
0084	codex-1	0256	OK	
0084	codex-1	0411	OK	
0084	codex-1	0430	OK	
0084	codex-1	0437	OK	
0084	codex-1	0939	OK	
0084	codex-1	1041	OK	
0084	gemini	0256	OK	
0084	gemini	0411	OK	
0084	gemini	0430	OK	
0084	gemini	0437	OK	
0084	gemini	0939	결함	y축 선이 빠졌다
0084	gemini	1041	OK	
0085	codex-1	0029	OK	
0085	codex-1	0382	OK	
0085	codex-1	0519	OK	
0085	codex-1	0663	OK	
0085	codex-1	0893	OK	
0085	codex-1	1449	OK	
0085	gemini	0029	OK	
0085	gemini	0382	OK	
0085	gemini	0519	OK	
0085	gemini	0663	OK	
0085	gemini	0893	OK	
0085	gemini	1449	OK	
0086	codex-1	0477	OK	
0086	codex-1	0647	OK	
0086	codex-1	1137	OK	
0086	codex-1	1230	OK	
0086	codex-1	1423	OK	
0086	codex-1	1429	OK	
0086	gemini	0477	OK	
0086	gemini	0647	OK	
0086	gemini	1137	OK	
0086	gemini	1230	OK	
0086	gemini	1423	OK	
0086	gemini	1429	OK	
0087	codex-1	0039	OK	
0087	codex-1	0224	OK	
0087	codex-1	0258	OK	
0087	codex-1	0341	OK	
0087	codex-1	0526	OK	
0087	codex-1	0563	OK	
0087	gemini	0039	결함	y축의 1에서 오른쪽으로 이어지는 수평 점선이 빠졌다
0087	gemini	0224	결함	y축의 1에서 오른쪽으로 이어지는 수평 점선이 빠졌다
0087	gemini	0258	OK	
0087	gemini	0341	결함	원뿔 밑면의 뒤쪽 점선이 빠졌다
0087	gemini	0526	결함	원뿔 밑면의 뒤쪽 점선이 빠졌다
0087	gemini	0563	결함	원뿔 밑면의 뒤쪽 점선이 빠졌다
0088	codex-1	0539	OK	
0088	codex-1	0874	OK	
0088	codex-1	1026	OK	
0088	codex-1	1167	OK	
0088	codex-1	1351	OK	
0088	codex-1	1353	OK	
0088	gemini	0539	OK	
0088	gemini	0874	OK	
0088	gemini	1026	OK	
0088	gemini	1167	OK	
0088	gemini	1351	OK	
0088	gemini	1353	OK	
0089	codex-1	0723	OK	
0089	codex-1	0745	OK	
0089	codex-1	0762	OK	
0089	codex-1	0951	OK	
0089	codex-1	0959	OK	
0089	codex-1	1173	OK	
0089	gemini	0723	OK	
0089	gemini	0745	OK	
0089	gemini	0762	결함	밑면 오른쪽 아래에 원본에 없는 점선이 추가됨
0089	gemini	0951	OK	
0089	gemini	0959	OK	
0089	gemini	1173	결함	선분 MD, ME와 각 A, C에 있던 눈금(짧은 획)이 빠짐
0090	codex-1	0158	OK	
0090	codex-1	0215	OK	
0090	codex-1	0464	OK	
0090	codex-1	0897	OK	
0090	codex-1	1098	OK	
0090	codex-1	1399	OK	
0090	gemini	0158	OK	
0090	gemini	0215	결함	뒤쪽 꼭짓점 위치가 잘못되어 뒤쪽 모서리 점선이 가로 일직선으로 그려짐
0090	gemini	0464	OK	
0090	gemini	0897	OK	
0090	gemini	1098	OK	
0090	gemini	1399	OK	
0091	codex-1	0706	OK	
0091	codex-1	0838	OK	
0091	codex-1	0911	OK	
0091	codex-1	1043	OK	
0091	codex-1	1301	OK	
0091	codex-1	1574	OK	
0091	gemini	0706	OK	
0091	gemini	0838	OK	
0091	gemini	0911	OK	
0091	gemini	1043	OK	
0091	gemini	1301	OK	
0091	gemini	1574	OK	
0092	codex-1	0099	OK	
0092	codex-1	0374	OK	
0092	codex-1	0578	OK	
0092	codex-1	0701	OK	
0092	codex-1	0876	OK	
0092	codex-1	1011	OK	
0092	gemini	0099	OK	
0092	gemini	0374	OK	
0092	gemini	0578	OK	
0092	gemini	0701	OK	
0092	gemini	0876	OK	
0092	gemini	1011	OK	
0093	codex-1	0208	OK	
0093	codex-1	1053	OK	
0093	codex-1	1143	OK	
0093	codex-1	1233	OK	
0093	codex-1	1309	OK	
0093	codex-1	1540	OK	
0093	gemini	0208	OK	
0093	gemini	1053	OK	
0093	gemini	1143	OK	
0093	gemini	1233	OK	
0093	gemini	1309	OK	
0093	gemini	1540	OK	
0094	codex-1	0077	OK	
0094	codex-1	0170	OK	
0094	codex-1	0259	OK	
0094	codex-1	0529	OK	
0094	codex-1	0649	OK	
0094	codex-1	1238	OK	
0094	gemini	0077	OK	
0094	gemini	0170	OK	
0094	gemini	0259	OK	
0094	gemini	0529	OK	
0094	gemini	0649	OK	
0094	gemini	1238	OK	
0095	codex-1	0294	OK	
0095	codex-1	0365	OK	
0095	codex-1	0479	OK	
0095	codex-1	1262	OK	
0095	codex-1	1288	OK	
0095	codex-1	1471	OK	
0095	gemini	0294	결함	선분 AC가 빠졌다
0095	gemini	0365	OK	
0095	gemini	0479	OK	
0095	gemini	1262	OK	
0095	gemini	1288	결함	염소의 흰색 칠이 빠졌다
0095	gemini	1471	결함	선분 BD가 빠졌다
0096	codex-1	0508	OK	
0096	codex-1	0949	OK	
0096	codex-1	0983	OK	
0096	codex-1	1284	OK	
0096	codex-1	1373	OK	
0096	codex-1	1572	OK	
0096	gemini	0508	OK	
0096	gemini	0949	OK	
0096	gemini	0983	OK	
0096	gemini	1284	OK	
0096	gemini	1373	OK	
0096	gemini	1572	결함	점 G 위치에 까만 점(동그라미)이 빠졌다
0097	codex-1	0337	OK	
0097	codex-1	0739	OK	
0097	codex-1	1067	OK	
0097	codex-1	1144	OK	
0097	codex-1	1179	OK	
0097	codex-1	1486	OK	
0097	gemini	0337	OK	
0097	gemini	0739	OK	
0097	gemini	1067	OK	
0097	gemini	1144	OK	
0097	gemini	1179	OK	
0097	gemini	1486	OK	
0098	codex-1	0020	OK	
0098	codex-1	0103	OK	
0098	codex-1	0650	OK	
0098	codex-1	0812	OK	
0098	codex-1	0841	OK	
0098	codex-1	0879	OK	
0098	gemini	0020	OK	
0098	gemini	0103	OK	
0098	gemini	0650	OK	
0098	gemini	0812	OK	
0098	gemini	0841	OK	
0098	gemini	0879	OK	
0099	codex-1	0264	OK	
0099	codex-1	0370	OK	
0099	codex-1	0709	OK	
0099	codex-1	0908	OK	
0099	codex-1	0965	OK	
0099	codex-1	1556	OK	
0099	gemini	0264	OK	
0099	gemini	0370	OK	
0099	gemini	0709	OK	
0099	gemini	0908	OK	
0099	gemini	0965	OK	
0099	gemini	1556	OK	
0100	codex-1	0011	OK	
0100	codex-1	0540	OK	
0100	codex-1	0556	OK	
0100	codex-1	0727	OK	
0100	codex-1	1294	OK	
0100	codex-1	1311	OK	
0100	gemini	0011	OK	
0100	gemini	0540	OK	
0100	gemini	0556	OK	
0100	gemini	0727	OK	
0100	gemini	1294	OK	
0100	gemini	1311	OK	
0101	codex-1	0087	OK	
0101	codex-1	0642	OK	
0101	codex-1	0813	OK	
0101	codex-1	1141	OK	
0101	codex-1	1306	OK	
0101	codex-1	1391	OK	
0101	gemini	0087	OK	
0101	gemini	0642	OK	
0101	gemini	0813	OK	
0101	gemini	1141	OK	
0101	gemini	1306	OK	
0101	gemini	1391	OK	
0102	codex-1	0466	OK	
0102	codex-1	0738	OK	
0102	codex-1	1326	OK	
0102	codex-1	1349	OK	
0102	codex-1	1357	OK	
0102	codex-1	1563	OK	
0102	gemini	0466	OK	
0102	gemini	0738	OK	
0102	gemini	1326	OK	
0102	gemini	1349	OK	
0102	gemini	1357	OK	
0102	gemini	1563	OK	
0103	codex-1	0330	OK	
0103	codex-1	0607	OK	
0103	codex-1	0889	OK	
0103	codex-1	1061	OK	
0103	codex-1	1346	OK	
0103	codex-1	1376	OK	
0103	gemini	0330	OK	
0103	gemini	0607	OK	
0103	gemini	0889	OK	
0103	gemini	1061	OK	
0103	gemini	1346	OK	
0103	gemini	1376	OK	
0104	codex-1	0028	OK	
0104	codex-1	1196	OK	
0104	codex-1	1204	OK	
0104	codex-1	1304	OK	
0104	codex-1	1468	OK	
0104	codex-1	1575	OK	
0104	gemini	0028	OK	
0104	gemini	1196	OK	
0104	gemini	1204	OK	
0104	gemini	1304	결함	직사각형의 테두리 선이 빠졌다.
0104	gemini	1468	OK	
0104	gemini	1575	OK	
0105	codex-1	0286	OK	
0105	codex-1	0446	OK	
0105	codex-1	0773	OK	
0105	codex-1	0793	OK	
0105	codex-1	0878	OK	
0105	codex-1	1216	OK	
0105	gemini	0286	OK	
0105	gemini	0446	OK	
0105	gemini	0773	OK	
0105	gemini	0793	OK	
